2026-04-20T17:35:14.789198, server2, 192.168.0.5, /login, 404, 1.024
2026-04-20T17:43:51.891620, server2, 172.16.0.1, /products, 200, 0.334
2026-04-20T17:37:34.050663, server2, 192.168.0.2, /products, 500, 1.097
2026-04-20T17:31:30.703490, server1, 172.16.0.1, /api/data, 500, 0.058
2026-04-20T17:37:37.376002, server1, 192.168.0.5, /api/data, 200, 0.696
2026-04-20T17:39:12.788993, server2, 192.168.0.5, /, 200, 0.324
2026-04-20T17:34:29.415233, server2, 192.168.0.2, /, 200, 0.683
2026-04-20T17:28:48.947984, server3, 192.168.0.2, /login, 200, 0.151
2026-04-20T17:26:00.111433, server2, 10.0.0.8, /login, 200, 1.08
2026-04-20T17:28:41.168345, server1, 192.168.0.5, /products, 200, 0.86
2026-04-20T17:38:00.829735, server2, 192.168.0.2, /login, 404, 0.811
2026-04-20T17:35:02.880004, server3, 10.0.0.8, /login, 200, 1.094
2026-04-20T17:32:56.455112, server1, 10.0.0.8, /api/data, 200, 0.769
2026-04-20T17:25:13.372615, server2, 172.16.0.1, /api/data, 200, 1.175
2026-04-20T17:34:15.030043, server3, 192.168.0.5, /products, 200, 0.731
2026-04-20T17:28:22.243297, server1, 10.0.0.8, /, 500, 1.012
2026-04-20T17:38:15.219414, server2, 192.168.0.5, /login, 200, 1.061
2026-04-20T17:32:58.808313, server2, 172.16.0.1, /products, 500, 0.576
2026-04-20T17:37:32.829788, server2, 192.168.0.2, /login, 404, 0.399
2026-04-20T17:27:29.412676, server2, 192.168.0.5, /products, 200, 0.202
2026-04-20T17:33:47.730393, server3, 172.16.0.1, /api/data, 200, 0.733
2026-04-20T17:32:37.169920, server2, 172.16.0.1, /api/data, 404, 0.451
2026-04-20T17:31:46.031598, server1, 192.168.0.2, /products, 200, 0.898
2026-04-20T17:38:50.478598, server2, 172.16.0.1, /products, 404, 0.589
2026-04-20T17:27:04.465466, server3, 192.168.0.2, /login, 500, 0.523
2026-04-20T17:41:34.991886, server1, 192.168.0.5, /login, 404, 0.412
2026-04-20T17:26:45.244582, server3, 192.168.0.2, /login, 200, 0.095
2026-04-20T17:37:36.829742, server2, 192.168.0.5, /, 200, 0.97
2026-04-20T17:30:15.254523, server1, 192.168.0.5, /api/data, 200, 1.066
2026-04-20T17:28:05.571851, server2, 10.0.0.8, /login, 200, 0.601
2026-04-20T17:28:46.898885, server1, 192.168.0.2, /, 500, 0.646
2026-04-20T17:43:09.370060, server2, 10.0.0.8, /api/data, 500, 0.066
2026-04-20T17:37:41.591863, server3, 172.16.0.1, /, 404, 0.566
2026-04-20T17:30:46.486872, server2, 192.168.0.5, /api/data, 200, 0.204
2026-04-20T17:35:06.313917, server2, 192.168.0.2, /api/data, 200, 0.36
2026-04-20T17:33:55.003914, server2, 192.168.0.5, /, 500, 0.964
2026-04-20T17:32:36.561883, server1, 10.0.0.8, /products, 500, 0.851
2026-04-20T17:31:35.528811, server1, 192.168.0.5, /api/data, 200, 0.939
2026-04-20T17:35:55.673596, server1, 192.168.0.2, /api/data, 200, 1.141
2026-04-20T17:34:00.369977, server3, 10.0.0.8, /products, 200, 0.756
2026-04-20T17:40:20.451973, server3, 192.168.0.2, /products, 404, 0.778
2026-04-20T17:37:18.203837, server3, 172.16.0.1, /api/data, 500, 0.311
2026-04-20T17:31:19.670819, server3, 192.168.0.2, /api/data, 500, 1.122
2026-04-20T17:27:20.877515, server1, 192.168.0.2, /api/data, 200, 1.134
2026-04-20T17:43:54.113186, server3, 192.168.0.2, /products, 200, 0.953
2026-04-20T17:33:13.761007, server3, 10.0.0.8, /api/data, 200, 0.238
2026-04-20T17:39:59.857963, server1, 10.0.0.8, /, 200, 0.525
2026-04-20T17:39:18.509272, server1, 192.168.0.5, /api/data, 200, 0.78
2026-04-20T17:27:38.685929, server1, 10.0.0.8, /products, 500, 0.374
2026-04-20T17:43:50.448002, server1, 10.0.0.8, /products, 404, 0.184
2026-04-20T17:42:07.738782, server1, 10.0.0.8, /login, 200, 0.363
2026-04-20T17:26:41.350299, server1, 172.16.0.1, /, 200, 0.182
2026-04-20T17:34:53.290767, server2, 10.0.0.8, /products, 404, 0.991
2026-04-20T17:44:03.299460, server3, 192.168.0.2, /products, 404, 0.418
2026-04-20T17:32:47.229854, server1, 192.168.0.2, /api/data, 200, 0.427
2026-04-20T17:42:23.973592, server1, 10.0.0.8, /, 200, 0.432
2026-04-20T17:37:56.933411, server2, 192.168.0.2, /login, 200, 0.587
2026-04-20T17:29:05.189576, server1, 10.0.0.8, /api/data, 404, 0.607
2026-04-20T17:30:39.780948, server3, 192.168.0.5, /products, 200, 0.167
2026-04-20T17:42:26.909908, server1, 10.0.0.8, /api/data, 200, 0.757
2026-04-20T17:32:50.797872, server2, 10.0.0.8, /, 404, 0.323
2026-04-20T17:36:28.672379, server3, 192.168.0.5, /login, 200, 0.364
2026-04-20T17:30:58.493848, server3, 192.168.0.5, /api/data, 404, 0.703
2026-04-20T17:28:14.466318, server3, 172.16.0.1, /products, 200, 0.304
2026-04-20T17:28:24.699805, server2, 192.168.0.2, /login, 404, 0.575
2026-04-20T17:39:52.076241, server3, 192.168.0.5, /products, 200, 1.2
2026-04-20T17:39:27.276336, server3, 172.16.0.1, /, 200, 0.228
2026-04-20T17:30:01.145967, server1, 172.16.0.1, /login, 404, 1.142
2026-04-20T17:33:35.257606, server3, 10.0.0.8, /, 404, 0.677
2026-04-20T17:34:13.227988, server3, 172.16.0.1, /, 200, 0.705
2026-04-20T17:27:15.963177, server2, 172.16.0.1, /products, 200, 0.208
2026-04-20T17:41:05.640926, server2, 192.168.0.2, /login, 404, 0.839
2026-04-20T17:28:09.950607, server3, 192.168.0.2, /api/data, 200, 0.229
2026-04-20T17:26:44.173939, server2, 192.168.0.2, /api/data, 500, 0.107
2026-04-20T17:31:51.252644, server1, 192.168.0.5, /, 500, 0.742
2026-04-20T17:38:57.594469, server3, 172.16.0.1, /api/data, 200, 1.006
2026-04-20T17:38:09.162594, server3, 10.0.0.8, /products, 200, 0.323
2026-04-20T17:37:45.536180, server1, 192.168.0.5, /login, 200, 0.242
2026-04-20T17:36:05.928501, server1, 172.16.0.1, /, 404, 0.826
2026-04-20T17:32:32.845536, server3, 192.168.0.2, /, 500, 0.722
2026-04-20T17:25:09.670541, server3, 192.168.0.5, /products, 404, 0.712
2026-04-20T17:39:19.623067, server2, 192.168.0.2, /login, 200, 0.21
2026-04-20T17:31:42.567863, server3, 192.168.0.2, /products, 404, 0.057
2026-04-20T17:36:15.436878, server3, 10.0.0.8, /, 500, 0.458
2026-04-20T17:43:53.511791, server1, 172.16.0.1, /login, 200, 0.786
2026-04-20T17:41:19.096421, server1, 172.16.0.1, /login, 200, 0.498
2026-04-20T17:33:06.695246, server1, 172.16.0.1, /, 500, 1.039
2026-04-20T17:40:00.436241, server3, 192.168.0.2, /api/data, 200, 0.314
2026-04-20T17:39:41.351606, server2, 192.168.0.2, /, 200, 0.735
2026-04-20T17:40:47.631585, server1, 192.168.0.5, /, 200, 0.442
2026-04-20T17:26:09.391391, server1, 192.168.0.5, /api/data, 404, 0.65
2026-04-20T17:41:33.843121, server3, 172.16.0.1, /api/data, 200, 0.413
2026-04-20T17:35:22.158840, server2, 172.16.0.1, /, 200, 0.953
2026-04-20T17:25:06.795815, server1, 192.168.0.5, /api/data, 200, 1.049
2026-04-20T17:26:24.957096, server3, 10.0.0.8, /api/data, 200, 0.632
2026-04-20T17:26:39.735388, server1, 192.168.0.5, /products, 200, 0.109
2026-04-20T17:29:33.192007, server1, 172.16.0.1, /, 404, 0.436
2026-04-20T17:36:10.796466, server2, 10.0.0.8, /products, 500, 1.126
2026-04-20T17:44:10.461851, server3, 192.168.0.2, /api/data, 500, 0.821
2026-04-20T17:32:24.983681, server3, 10.0.0.8, /api/data, 200, 1.037
2026-04-20T17:43:56.410274, server3, 172.16.0.1, /login, 200, 1.037
2026-04-20T17:32:30.640003, server2, 192.168.0.2, /products, 500, 0.555
2026-04-20T17:33:24.631215, server1, 192.168.0.2, /, 500, 0.953
2026-04-20T17:40:39.230393, server2, 192.168.0.2, /api/data, 500, 0.639
2026-04-20T17:38:10.213228, server3, 10.0.0.8, /api/data, 404, 1.147
2026-04-20T17:43:04.719030, server1, 192.168.0.5, /products, 404, 1.019
2026-04-20T17:27:56.613991, server1, 192.168.0.2, /api/data, 404, 0.62
2026-04-20T17:28:38.253781, server2, 172.16.0.1, /products, 200, 0.851
2026-04-20T17:29:02.275147, server1, 172.16.0.1, /products, 200, 0.113
2026-04-20T17:37:06.520658, server1, 192.168.0.5, /products, 200, 0.3
2026-04-20T17:29:49.236307, server1, 192.168.0.2, /, 404, 0.355
2026-04-20T17:43:07.730035, server1, 172.16.0.1, /products, 200, 0.571
2026-04-20T17:42:31.471985, server1, 192.168.0.2, /, 200, 0.197
2026-04-20T17:37:13.188287, server2, 172.16.0.1, /, 500, 0.377
2026-04-20T17:24:57.347971, server3, 192.168.0.5, /api/data, 200, 0.53
2026-04-20T17:34:25.393752, server3, 192.168.0.2, /, 500, 0.764
2026-04-20T17:40:02.304262, server1, 172.16.0.1, /login, 200, 1.181
2026-04-20T17:29:42.741596, server1, 10.0.0.8, /, 200, 0.903
2026-04-20T17:32:10.022009, server1, 172.16.0.1, /, 200, 0.609
2026-04-20T17:27:52.207240, server3, 10.0.0.8, /api/data, 200, 0.273
2026-04-20T17:38:03.479333, server2, 10.0.0.8, /login, 200, 0.649
2026-04-20T17:25:02.158643, server3, 172.16.0.1, /products, 500, 1.168
2026-04-20T17:40:48.982338, server1, 172.16.0.1, /products, 200, 0.496
2026-04-20T17:26:54.276727, server3, 172.16.0.1, /login, 500, 0.529
2026-04-20T17:27:36.022879, server2, 192.168.0.5, /products, 200, 1.102
2026-04-20T17:39:34.314436, server3, 10.0.0.8, /api/data, 200, 0.447
2026-04-20T17:40:03.874247, server3, 172.16.0.1, /products, 404, 1.046
2026-04-20T17:40:39.381322, server3, 172.16.0.1, /products, 200, 0.707
2026-04-20T17:38:35.002452, server3, 10.0.0.8, /api/data, 200, 0.784
2026-04-20T17:43:12.978138, server3, 192.168.0.5, /login, 500, 0.566
2026-04-20T17:26:34.166701, server2, 172.16.0.1, /, 200, 0.936
2026-04-20T17:41:20.266972, server3, 172.16.0.1, /, 200, 1.175
2026-04-20T17:32:19.716077, server3, 172.16.0.1, /products, 200, 0.827
2026-04-20T17:43:59.170734, server3, 10.0.0.8, /, 200, 0.086
2026-04-20T17:26:01.086980, server3, 172.16.0.1, /products, 404, 0.488
2026-04-20T17:42:37.759524, server3, 10.0.0.8, /api/data, 200, 0.256
2026-04-20T17:37:19.606634, server2, 10.0.0.8, /, 404, 1.19
2026-04-20T17:32:25.365924, server2, 172.16.0.1, /login, 200, 0.763
2026-04-20T17:35:43.608507, server1, 192.168.0.2, /products, 200, 0.457
2026-04-20T17:44:01.274586, server3, 172.16.0.1, /products, 200, 0.263
2026-04-20T17:39:16.762414, server1, 10.0.0.8, /login, 500, 0.868
2026-04-20T17:35:14.376169, server2, 192.168.0.5, /login, 200, 0.957
2026-04-20T17:42:42.606085, server3, 172.16.0.1, /login, 500, 0.524
2026-04-20T17:27:17.578379, server2, 192.168.0.5, /products, 200, 1.056
2026-04-20T17:36:23.719500, server3, 10.0.0.8, /login, 200, 0.265
2026-04-20T17:34:30.681570, server2, 192.168.0.5, /login, 500, 0.059
2026-04-20T17:26:22.240813, server2, 192.168.0.5, /products, 500, 0.907
2026-04-20T17:24:47.252350, server2, 172.16.0.1, /products, 200, 0.434
2026-04-20T17:29:26.648335, server1, 192.168.0.2, /login, 200, 0.331
2026-04-20T17:31:58.417006, server3, 10.0.0.8, /products, 404, 0.365
2026-04-20T17:31:00.195558, server3, 192.168.0.5, /api/data, 200, 0.295
2026-04-20T17:25:28.341070, server2, 192.168.0.2, /, 500, 1.056
2026-04-20T17:38:27.677416, server1, 192.168.0.2, /products, 500, 0.113
2026-04-20T17:37:34.937142, server3, 10.0.0.8, /login, 200, 0.126
2026-04-20T17:25:29.391317, server2, 10.0.0.8, /, 200, 0.149
2026-04-20T17:40:51.069579, server2, 192.168.0.2, /login, 200, 0.876
2026-04-20T17:33:34.839884, server1, 192.168.0.5, /login, 404, 0.375
2026-04-20T17:38:53.063460, server1, 192.168.0.2, /login, 200, 0.503
2026-04-20T17:36:53.637666, server1, 10.0.0.8, /products, 404, 0.653
2026-04-20T17:31:43.324000, server3, 192.168.0.2, /products, 404, 0.585
2026-04-20T17:24:52.430439, server3, 192.168.0.5, /products, 200, 0.124
2026-04-20T17:36:55.947873, server1, 172.16.0.1, /api/data, 200, 0.421
2026-04-20T17:44:05.203629, server1, 10.0.0.8, /login, 200, 0.975
2026-04-20T17:24:55.959431, server2, 192.168.0.5, /, 200, 0.411
2026-04-20T17:31:21.234165, server2, 192.168.0.2, /products, 404, 0.951
2026-04-20T17:42:19.486565, server3, 192.168.0.2, /products, 404, 0.542
2026-04-20T17:36:48.465402, server2, 192.168.0.5, /products, 404, 0.158
2026-04-20T17:31:05.805533, server2, 172.16.0.1, /login, 200, 0.288
2026-04-20T17:36:32.660187, server1, 192.168.0.2, /products, 404, 0.28
2026-04-20T17:30:20.610840, server2, 172.16.0.1, /login, 404, 0.368
2026-04-20T17:35:36.684413, server2, 172.16.0.1, /api/data, 404, 0.151
2026-04-20T17:43:06.461878, server3, 192.168.0.2, /products, 200, 0.623
2026-04-20T17:40:16.097807, server1, 192.168.0.2, /products, 500, 0.986
2026-04-20T17:28:06.902113, server1, 192.168.0.2, /login, 200, 0.706
2026-04-20T17:33:54.532571, server2, 172.16.0.1, /, 404, 0.49
2026-04-20T17:38:01.822889, server3, 192.168.0.5, /, 500, 0.703
2026-04-20T17:43:40.481919, server2, 192.168.0.2, /products, 500, 0.392
2026-04-20T17:26:56.606024, server1, 192.168.0.2, /products, 500, 0.811
2026-04-20T17:32:05.905248, server1, 192.168.0.2, /api/data, 404, 0.603
2026-04-20T17:36:13.775866, server1, 192.168.0.2, /products, 404, 1.113
2026-04-20T17:24:59.387994, server1, 10.0.0.8, /api/data, 200, 0.427
2026-04-20T17:25:56.585481, server1, 192.168.0.5, /products, 200, 1.106
2026-04-20T17:44:32.519554, server3, 192.168.0.2, /api/data, 200, 1.163
2026-04-20T17:27:13.274067, server3, 172.16.0.1, /products, 404, 0.82
2026-04-20T17:34:01.491671, server1, 192.168.0.5, /, 200, 0.443
2026-04-20T17:44:39.146564, server2, 172.16.0.1, /products, 404, 1.023
2026-04-20T17:31:33.826886, server3, 192.168.0.2, /login, 500, 0.267
2026-04-20T17:41:05.190298, server1, 172.16.0.1, /products, 200, 0.914
2026-04-20T17:35:08.791398, server1, 10.0.0.8, /, 404, 1.147
2026-04-20T17:42:46.566253, server2, 172.16.0.1, /api/data, 200, 0.94
2026-04-20T17:31:38.626963, server3, 172.16.0.1, /login, 200, 0.518
2026-04-20T17:40:51.696904, server2, 10.0.0.8, /products, 404, 1.159
2026-04-20T17:26:22.475392, server1, 192.168.0.5, /api/data, 200, 0.444
2026-04-20T17:30:36.375594, server3, 172.16.0.1, /products, 200, 0.226
2026-04-20T17:41:17.948262, server1, 192.168.0.2, /, 500, 0.633
2026-04-20T17:38:29.236372, server2, 10.0.0.8, /api/data, 500, 0.082
2026-04-20T17:28:15.211105, server3, 10.0.0.8, /, 404, 1.187
2026-04-20T17:44:01.529817, server1, 10.0.0.8, /api/data, 500, 1.09
2026-04-20T17:31:59.845188, server2, 10.0.0.8, /api/data, 200, 0.236
2026-04-20T17:32:19.134877, server2, 172.16.0.1, /products, 200, 1.112
2026-04-20T17:31:14.817017, server3, 10.0.0.8, /login, 500, 0.313
2026-04-20T17:27:54.959603, server3, 192.168.0.2, /, 500, 0.578
2026-04-20T17:40:24.133100, server1, 192.168.0.2, /products, 200, 0.421
2026-04-20T17:30:21.948473, server2, 192.168.0.5, /, 200, 0.517
2026-04-20T17:25:30.076089, server2, 192.168.0.2, /login, 200, 0.559
2026-04-20T17:31:21.998268, server1, 192.168.0.2, /login, 404, 1.0
2026-04-20T17:33:18.319239, server1, 10.0.0.8, /, 200, 0.745
2026-04-20T17:32:53.396568, server2, 192.168.0.2, /login, 404, 0.436
2026-04-20T17:38:20.430864, server3, 172.16.0.1, /products, 500, 0.699
2026-04-20T17:27:04.541107, server3, 172.16.0.1, /api/data, 500, 0.111
2026-04-20T17:32:11.331575, server2, 192.168.0.5, /products, 200, 0.721
2026-04-20T17:24:51.946053, server2, 172.16.0.1, /api/data, 200, 0.369
2026-04-20T17:28:22.780527, server3, 10.0.0.8, /login, 500, 0.058
2026-04-20T17:28:40.174284, server1, 192.168.0.5, /, 500, 0.818
2026-04-20T17:25:54.065424, server2, 10.0.0.8, /login, 200, 1.124
2026-04-20T17:27:23.107732, server2, 10.0.0.8, /api/data, 200, 0.628
2026-04-20T17:26:56.762017, server2, 172.16.0.1, /login, 200, 0.231
2026-04-20T17:39:48.822204, server1, 10.0.0.8, /login, 200, 0.398
2026-04-20T17:33:36.214759, server2, 192.168.0.2, /products, 200, 0.694
2026-04-20T17:26:34.704521, server1, 192.168.0.2, /login, 200, 0.415
2026-04-20T17:43:05.316581, server3, 192.168.0.2, /, 200, 1.038
2026-04-20T17:28:57.577431, server1, 192.168.0.5, /, 404, 0.41
2026-04-20T17:33:14.084239, server3, 192.168.0.5, /login, 404, 0.412
2026-04-20T17:39:37.716942, server1, 10.0.0.8, /api/data, 200, 0.278
2026-04-20T17:31:18.102503, server3, 192.168.0.5, /login, 200, 1.175
2026-04-20T17:40:41.899164, server1, 192.168.0.5, /products, 200, 0.498
2026-04-20T17:34:54.660039, server3, 10.0.0.8, /, 200, 0.197
2026-04-20T17:43:51.770892, server1, 192.168.0.5, /products, 500, 0.942
2026-04-20T17:34:30.220605, server1, 172.16.0.1, /api/data, 200, 0.669
2026-04-20T17:40:40.182857, server2, 172.16.0.1, /, 404, 1.103
2026-04-20T17:44:39.012931, server2, 172.16.0.1, /products, 200, 0.066
2026-04-20T17:28:36.688990, server2, 10.0.0.8, /api/data, 404, 0.356
2026-04-20T17:40:20.049107, server2, 192.168.0.2, /products, 200, 0.571
2026-04-20T17:43:55.873312, server3, 192.168.0.2, /login, 200, 0.657
2026-04-20T17:27:51.503855, server2, 192.168.0.5, /api/data, 200, 0.116
2026-04-20T17:39:13.035095, server3, 10.0.0.8, /api/data, 500, 0.294
2026-04-20T17:24:45.294936, server1, 192.168.0.5, /login, 200, 0.104
2026-04-20T17:42:24.812017, server1, 192.168.0.5, /login, 500, 0.435
2026-04-20T17:30:38.639225, server3, 192.168.0.2, /, 200, 1.196
2026-04-20T17:35:12.169760, server1, 192.168.0.5, /login, 200, 0.334
2026-04-20T17:26:54.985892, server1, 192.168.0.2, /products, 200, 1.023
2026-04-20T17:43:20.872736, server2, 192.168.0.5, /, 200, 0.439
2026-04-20T17:32:10.844042, server3, 172.16.0.1, /api/data, 200, 0.152
2026-04-20T17:31:46.190365, server2, 192.168.0.5, /api/data, 200, 0.84
2026-04-20T17:31:37.747986, server2, 10.0.0.8, /login, 500, 0.346
2026-04-20T17:25:10.432674, server3, 192.168.0.5, /login, 200, 0.601
2026-04-20T17:39:17.614480, server3, 192.168.0.2, /products, 200, 0.809
2026-04-20T17:43:50.670459, server2, 192.168.0.5, /api/data, 404, 1.008
2026-04-20T17:33:33.595552, server3, 192.168.0.5, /products, 500, 0.113
2026-04-20T17:28:45.391418, server2, 172.16.0.1, /, 200, 0.45
2026-04-20T17:38:46.338766, server2, 192.168.0.5, /products, 200, 0.702
2026-04-20T17:30:47.879820, server3, 10.0.0.8, /products, 404, 0.169
2026-04-20T17:41:14.585602, server2, 192.168.0.5, /, 500, 0.828
2026-04-20T17:37:50.708428, server3, 192.168.0.2, /, 500, 0.144
2026-04-20T17:35:32.249763, server1, 192.168.0.5, /products, 200, 0.07
2026-04-20T17:38:49.071928, server3, 172.16.0.1, /products, 500, 0.5
2026-04-20T17:33:04.719992, server2, 192.168.0.5, /, 500, 0.669
2026-04-20T17:41:42.618301, server3, 172.16.0.1, /, 200, 0.903
2026-04-20T17:44:35.651376, server1, 10.0.0.8, /login, 500, 0.999
2026-04-20T17:43:07.422570, server3, 192.168.0.2, /, 200, 1.107
2026-04-20T17:33:05.536742, server3, 10.0.0.8, /, 200, 1.179
2026-04-20T17:29:03.381790, server2, 192.168.0.2, /api/data, 500, 1.133
2026-04-20T17:35:40.451978, server2, 192.168.0.2, /, 500, 1.018
2026-04-20T17:31:47.646573, server2, 192.168.0.2, /products, 200, 0.068
2026-04-20T17:36:57.145202, server1, 172.16.0.1, /api/data, 404, 1.137
2026-04-20T17:35:32.319940, server1, 10.0.0.8, /, 200, 0.133
2026-04-20T17:33:33.917339, server2, 192.168.0.2, /api/data, 404, 0.922
2026-04-20T17:29:37.672028, server1, 172.16.0.1, /, 500, 0.921
2026-04-20T17:28:34.590786, server2, 192.168.0.2, /products, 200, 0.74
2026-04-20T17:40:45.471107, server2, 192.168.0.2, /, 200, 0.666
2026-04-20T17:37:49.155568, server1, 192.168.0.2, /login, 404, 0.421
2026-04-20T17:36:24.588016, server2, 10.0.0.8, /api/data, 200, 0.681
2026-04-20T17:29:38.556852, server3, 192.168.0.5, /api/data, 200, 1.039
2026-04-20T17:32:24.681774, server3, 192.168.0.2, /products, 200, 1.166
2026-04-20T17:37:47.885469, server2, 10.0.0.8, /api/data, 404, 0.114
2026-04-20T17:28:50.214144, server3, 192.168.0.5, /login, 500, 0.698
2026-04-20T17:32:58.093909, server2, 192.168.0.2, /api/data, 200, 1.061
2026-04-20T17:33:27.445435, server3, 10.0.0.8, /products, 500, 0.513
2026-04-20T17:28:27.259827, server3, 192.168.0.2, /, 404, 1.093
2026-04-20T17:27:54.702094, server1, 192.168.0.5, /, 200, 0.083
2026-04-20T17:27:34.191270, server1, 192.168.0.2, /products, 200, 0.293
2026-04-20T17:29:34.878324, server3, 192.168.0.5, /login, 200, 0.64
2026-04-20T17:34:40.884363, server2, 172.16.0.1, /products, 500, 0.811
2026-04-20T17:35:19.182090, server1, 10.0.0.8, /, 200, 0.138
2026-04-20T17:41:48.036967, server3, 172.16.0.1, /api/data, 200, 1.004
2026-04-20T17:41:47.199331, server3, 192.168.0.2, /login, 500, 1.138
2026-04-20T17:26:13.786716, server1, 192.168.0.5, /login, 404, 0.918
2026-04-20T17:26:39.795962, server2, 192.168.0.5, /login, 200, 0.568
2026-04-20T17:44:26.299141, server2, 192.168.0.2, /login, 200, 0.73
2026-04-20T17:34:27.803423, server2, 192.168.0.2, /products, 200, 0.496
2026-04-20T17:30:19.566277, server1, 10.0.0.8, /login, 404, 0.634
2026-04-20T17:43:36.856773, server3, 10.0.0.8, /products, 500, 1.101
2026-04-20T17:32:04.769886, server2, 192.168.0.5, /login, 200, 0.311
2026-04-20T17:33:44.189497, server3, 192.168.0.5, /, 500, 0.741
2026-04-20T17:41:42.721064, server3, 10.0.0.8, /login, 200, 0.54
2026-04-20T17:26:45.571395, server1, 192.168.0.5, /products, 200, 0.699
2026-04-20T17:25:30.303693, server1, 192.168.0.5, /products, 500, 1.033
2026-04-20T17:28:00.727876, server2, 192.168.0.2, /api/data, 500, 0.383
2026-04-20T17:32:42.785484, server2, 192.168.0.2, /api/data, 200, 0.481
2026-04-20T17:38:27.593954, server3, 10.0.0.8, /, 404, 0.824
2026-04-20T17:28:29.614493, server2, 192.168.0.2, /, 200, 0.809
2026-04-20T17:26:47.600004, server3, 192.168.0.2, /api/data, 200, 0.264
2026-04-20T17:36:53.049425, server1, 10.0.0.8, /, 500, 0.632
2026-04-20T17:43:03.483401, server2, 172.16.0.1, /products, 500, 0.804
2026-04-20T17:33:09.429299, server3, 10.0.0.8, /, 200, 0.599
2026-04-20T17:41:45.764027, server2, 172.16.0.1, /api/data, 200, 0.495
2026-04-20T17:30:03.155762, server3, 10.0.0.8, /login, 200, 0.841
2026-04-20T17:41:03.750659, server2, 192.168.0.2, /, 404, 0.56
2026-04-20T17:30:36.941003, server2, 10.0.0.8, /, 404, 0.536
2026-04-20T17:31:42.803760, server2, 10.0.0.8, /products, 200, 0.864
2026-04-20T17:27:10.253307, server2, 10.0.0.8, /login, 404, 0.313
2026-04-20T17:43:40.780480, server3, 172.16.0.1, /products, 404, 0.804
2026-04-20T17:37:52.609999, server1, 192.168.0.2, /login, 200, 0.094
2026-04-20T17:44:24.657333, server2, 10.0.0.8, /products, 200, 0.905
2026-04-20T17:25:56.128517, server3, 192.168.0.2, /, 500, 0.166
2026-04-20T17:31:09.457531, server2, 172.16.0.1, /api/data, 200, 0.665
2026-04-20T17:37:56.478788, server1, 192.168.0.2, /products, 500, 0.409
2026-04-20T17:29:42.228353, server2, 172.16.0.1, /products, 404, 0.744
2026-04-20T17:40:44.501541, server3, 172.16.0.1, /, 200, 1.011
2026-04-20T17:32:50.301397, server2, 10.0.0.8, /products, 404, 0.351
2026-04-20T17:30:06.285335, server2, 192.168.0.2, /products, 200, 0.541
2026-04-20T17:31:49.718663, server2, 192.168.0.5, /api/data, 500, 0.397
2026-04-20T17:33:56.600884, server2, 192.168.0.5, /products, 500, 0.543
2026-04-20T17:29:27.688750, server1, 10.0.0.8, /, 200, 0.876
2026-04-20T17:31:05.755937, server2, 192.168.0.2, /login, 200, 1.155
2026-04-20T17:27:15.833992, server1, 192.168.0.5, /products, 404, 0.758
2026-04-20T17:30:45.064240, server3, 192.168.0.2, /api/data, 200, 0.296
2026-04-20T17:42:56.074118, server1, 10.0.0.8, /login, 500, 0.489
2026-04-20T17:41:37.356397, server3, 192.168.0.2, /api/data, 200, 0.912
2026-04-20T17:38:06.756106, server1, 192.168.0.5, /products, 200, 0.175
2026-04-20T17:37:54.035773, server2, 172.16.0.1, /api/data, 200, 0.704
2026-04-20T17:38:25.260479, server2, 172.16.0.1, /, 200, 0.664
2026-04-20T17:41:44.213375, server1, 10.0.0.8, /login, 500, 1.05
2026-04-20T17:37:11.304107, server1, 172.16.0.1, /products, 500, 0.963
2026-04-20T17:40:32.693555, server2, 172.16.0.1, /products, 500, 0.188
2026-04-20T17:28:49.310364, server1, 10.0.0.8, /api/data, 404, 1.179
2026-04-20T17:32:29.124266, server2, 192.168.0.5, /products, 200, 0.883
2026-04-20T17:37:16.719570, server2, 192.168.0.5, /products, 404, 0.587
2026-04-20T17:42:59.787809, server2, 192.168.0.5, /login, 500, 0.399
2026-04-20T17:44:40.659311, server2, 192.168.0.5, /, 200, 0.083
2026-04-20T17:25:08.222850, server1, 192.168.0.2, /login, 200, 0.645
2026-04-20T17:35:56.423503, server2, 172.16.0.1, /products, 200, 0.252
2026-04-20T17:28:15.232281, server3, 10.0.0.8, /api/data, 200, 0.893
2026-04-20T17:44:01.813033, server3, 172.16.0.1, /, 404, 1.186
2026-04-20T17:26:56.252987, server1, 192.168.0.5, /, 200, 0.979
2026-04-20T17:29:54.772132, server2, 172.16.0.1, /products, 404, 0.669
2026-04-20T17:27:00.279057, server2, 192.168.0.2, /api/data, 200, 0.792
2026-04-20T17:34:53.729154, server2, 192.168.0.5, /api/data, 200, 1.158
2026-04-20T17:33:37.812379, server2, 172.16.0.1, /products, 404, 0.52
2026-04-20T17:44:05.607785, server3, 10.0.0.8, /login, 200, 0.408
2026-04-20T17:25:08.449749, server3, 172.16.0.1, /api/data, 500, 0.2
2026-04-20T17:33:08.678379, server2, 192.168.0.2, /products, 404, 1.169
2026-04-20T17:34:26.893527, server1, 10.0.0.8, /login, 200, 0.471
2026-04-20T17:43:06.197880, server1, 192.168.0.5, /login, 200, 0.965
2026-04-20T17:25:10.866188, server3, 192.168.0.5, /api/data, 200, 1.037
2026-04-20T17:32:50.684192, server1, 10.0.0.8, /, 200, 0.669
